USERID,ITEMID,RATING,LATITUDE,LONGITUDE
12420,h:22363,1,-6.218393,106.777807
5464,h:26702,1,-7.967111,112.607478
7470,h:20341,1,35.208823,-80.82851
17348,h:2621,1,40.887104,-72.390667
4967,h:25659,1,39.19174,-77.155957
15157,h:10508,1,45.461803,9.136805
8969,h:13583,1,35.797581,-78.506026
16811,h:260,1,33.88267,-84.249499
12229,h:502,1,41.873268,-87.624485
4768,h:1362,1,40.719777,-74.042829
7661,h:1945,1,41.311693,-72.926413
11743,h:5,1,37.784411,-122.408097
6205,h:5464,1,35.163652,-101.902828
2587,h:22384,1,40.645955,-75.253826
2697,h:773,1,39.771401,-86.171511
11371,h:3448,1,45.458877,9.179696
11267,h:515,1,38.896319,-77.032798
2741,h:13428,1,42.482476,-71.213562
1514,h:853,1,40.880177,-74.154251
281,h:2520,1,39.916498,-75.069465
12327,h:6503,1,41.156165,-73.22895
14801,h:1382,1,40.743762,-74.029006
320,h:5539,1,51.457943,7.006107
7552,h:846,1,40.7557,-73.9821
17010,h:34967,1,32.858909,-117.242833
4967,h:25659,1,39.192209,-77.155492
3105,h:24433,1,33.645785,-86.636884
3593,h:11,1,37.752285,-122.418358
14834,h:246,1,40.7099,-74.0084
298,h:249,1,40.782604,-73.950677
7723,h:734,1,42.354168,-71.052339
8863,h:26382,1,43.612548,-79.544613
10850,h:156,1,40.745064,-73.992637
5768,h:32097,1,39.779055,-89.704735
11070,h:6889,1,30.20719,-81.389921
3703,h:18851,1,43.014525,-85.684915
7955,h:30826,1,38.894498,-77.070163
5778,h:1837,1,34.756957,-92.270532
104,h:246,1,40.708523,-74.008434
11488,h:6205,1,35.803962,-78.780326
15700,h:1342,1,3.056074,101.58427
7121,h:14442,1,-6.231667,106.696343
16226,h:2520,1,39.913688,-75.06502
17633,h:42811,1,36.022057,-84.312596
5736,h:405,1,37.733436,-122.434338
14307,h:424,1,38.893371,-77.005137
3105,h:24433,1,33.645722,-86.636907
14246,h:2224,1,39.075921,-77.160866
7311,h:12996,1,47.504077,19.062735
9974,h:11822,1,25.599823,-80.349301
15530,h:162,1,40.762772,-73.973823
9371,h:1523,1,43.047186,-76.137465
